Id,CategoryLevel,SegmentId,Culture,PluralName,SingularName,ImageName,Description,ShortDescription,Title,DisplayOrder,Slug,SlugUrl,Visible,IsAvailableInBoatSelector
691,2,3,en-US,Personal Gear,Personal Gear,boat_covers.jpg,"Like any other recreational activity, boating has its own wardrobe requirements, but not to worry—any day on the water is considered “casual”.

Foul Attitude
Bright summer days and high temps call for a minimum of specialty clothing; shorts and a tee-shirt over your bathing suit is usually appropriate—add a ball cap to keep the sun out of your eyes.

However, even the nicest of afternoons can bring a shower or worse yet, a storm—complete with wind, waves and driving rain—to turn a leisurely cruise into a full-fledged adventure.

Foul weather gear is one of those salty-sounding phrases that brings up images of a New England fisherman in his yellow rain slicker, squinting into the blinding spray, right? Well, that’s the way it used to be, but we’re pleased to report that staying warm and dry on a boat has come a long way since then.

Degrees of Dry 
Before you run down to the local department store to pick up a raincoat, you really ought to know that boating rainwear/foul weather gear is divided up into some broad categories, so you can get rain gear suited to your particular style of boating. 

PVC Raingear
Most of us don’t sit perfectly still on board a boat, even if it’s raining. Physical activity generates body heat and water vapor (in the form of perspiration). This isn’t an issue when it’s nice out—the sweat evaporates into the atmosphere. 

Wrap a sheet of plastic around your sweaty self in a rainstorm and soon you’re gonna be really miserable—hot and sticky if it’s warm out, or chilled to the bone if the weather’s the least bit cold.

PVC rainsuits are just that—pieces of plastic fashioned into outerwear that’ll keep you dry enough, but usually aren’t the best for all-day use. Inexpensive and easy to clean, PVC foul weather gear is great to keep on board “just in case” it rains.

 
 

Breathable Fabrics
So, how do we address the situation of staying dry, both inside and outside the rain gear? That’s where breathable fabrics come in to the picture.

Breathable fabrics take a couple of different approaches to protecting you from the elements while permitting perspiration a way to escape from inside the garment.

One of, if not the most, efficient types of foul weather gear is made of a material with microscopic holes in it (called microporous fabric). Multiple layers of this microporous fabric are laminated together; the outside is coated with a water-resistant substance (often silicone) to keep the liquid water (rain) out. The inner fabric’s microscopic pores allow water vapor (perspiration) to pass through to the outer layer, thus keeping you more comfortable.

The other “breathable” foul weather gear uses a hydrophilic (having an affinity for water) substance on the side exposed to the rain. This coating doesn’t have any tiny pores to vent inner water vapor out. Instead, moisture from the inside of the garment moves through the molecular structure of the outer coating, and on to wherever it is that sweat goes. Not quite as good of a method as microporous fabrics, but still better than PVC plastic.

 
  

Foul weather gear picks up where the sunshine leaves off, so make sure you equip yourself for your style of boating. 

“Expect the best, but prepare for the worst.”
","Like any other recreational activity, boating has its own wardrobe requirements, but not to worry—any day on the water is considered “casual”. There are certain items you will need to make your boating experience a pleasant one: diving gear, if you plan to go diving, shoes, gloves and much more.",Personal Gear,14,,,1,0
726,3,3,en-US,Signaling Gear/Lights,Signaling Gear/Light,"","","Some boating experts recommend that you carry six handheld red flares, six rocket parachute flares, and two orange smoke canisters for pyrotechnic signaling gear and flares on your boat.  For other signaling chores, a single sideband (SSB) radio can function as a shortwave receiver, but they tend to draw a lot of current that can deplete battery banks quickly.  Very high frequency (VHF) marine radios are the core communication device on boats and will communicate clearly up to 60 miles. 

Also, ensure that your boat’s lights are in good working order on every cruise because the lights can be used for signaling.  Your ship’s horn, whether it is hand-held and portable or a fixed electric mount, is excellent for signaling.
",Signaling Gear/Lights,14,,,1,0
673,3,3,en-US,Tubing,Tubing,,,,,14,,,1,0
599,3,3,en-US,Wind Indicator/Wind Meter (Mechanical),Wind Indicator/Wind Meter (Mechanical),"","","Wind indicators are simple wind vanes that are lightweight, well-balanced, and extremely sensitive.  Mounted on a nylon bearing frame and a fine stainless pivot staff, bright red ripstop nylon pennants, 4 inches by 5 inches, or similarly sized arrow pennants, are highly visible indicators of wind direction .

Mechanical wind meters are precision instruments that accurately measure and display wind speed.  Quality wind meters have direct-reading dials, jewel bearings, magnetic damping systems, high impact plastic cases, and corrosion-resistant construction.
",Wind Indicator/Wind Meter (Mechanical),14,,,1,0
613,3,3,en-US,Radar Systems,Radar System,,,,,14,,,1,0
633,3,3,en-US,Fuel Systems,Fuel Systems,"","","And outboard engine’s fuel system is relatively simple:  Connect the filled fuel tank to the outboard using a fuel hose.  Boaters can purchase a fuel system matched to your engine with everything you need:  Tank, permanently attached fuel line, and quick connector for your engine.  Clamp all connections with stainless hose clamps and use Teflon tape to seal any threaded connections against leaks.  Complete the system with a tiedown strap to secure the tank and a tray or rubber mat to protect the floor of your boat.",Fuel Systems,14,,,1,0
549,3,3,en-US,Insulating Materials,Insulating Materials,,,,,14,,,1,0
550,3,3,en-US,Knives/Splicer/Multipurpose Tools,Knife/Splicer/Multipurpose Tool,"","","All boaters should have immediate access to a knife and multipurpose tool.  These tools are invaluable for cutting lines and making quick repairs.  Generally, an easily opened folding knife with a securely locking, sturdy blade is a good choice.  Avoid knives with numerous small blades and accoutrements as they can be difficult to open quickly.  A multipurpose tool can also prove useful, but as with the knife, ensure that it is stainless steel and robustly constructed.  Either the knife or the multipurpose tool can be worn in cloth sheaths on your belt.  Keep all blades well sharpened; a dull knife is of little use and can actually prove to be dangerous.",Knives/Splicer/Multipurpose Tools,15,,,1,0
634,3,3,en-US,Fuels/Conditioners,Fuels/Conditioners,"","","Boaters are beginning to encounter a blend of gasoline with ethanol, called E-10.  The fuel contains 10% ethanol and 90% gas.  E-10 is the most commonly available ethanol fuel.  Diesel owners will soon see S-15, a diesel fuel that contains 15 parts sulfur per million(ppm), instead of the old stuff that contained 500ppm.  Some manufacturers advise adding a fuel conditioner with a &quot;cetane improver&quot; that also improves lubricity.  You should also look for leaks and changes in your engine's performance. ",Fuels/Conditioners,15,,,1,0
614,3,3,en-US,Radio Navigation,Radio Navigation,"","","Radio navigation is the application of radio frequencies to determining a position on the Earth.  Radio Direction Finder, or RDF, was the first radio navigation system.  By tuning in a radio station and then using a directional antenna, radio sources replaced the stars and planets of celestial navigation with a system that could be used in all weather and times of day.  Commercial AM radio stations, with their long range and high power, and strings of low-power radio beacons, serve for this task.  By using triangulation, you can plot your position on a map.  Modern systems called automatic direction finders (ADF) use a much more directional solenoid with electronics calculating the angle.",Radio Navigation,15,,,1,0
674,3,3,en-US,Winches,Winches,"","","A winch is a mechanical device used to wind in a rope, cable, or wire rope, and whatever is attached to the running end of that rope, a boat’s anchor for instance.  simple cables consist of a spool, or winch drum, and attached crank.  Elaborate winches have gear assemblies and can be powered by electric, hydraulic, pneumatic or internal combustion drives.  Some may include a brake or ratchet that prevents unwinding.  Almost every boat or ship has several winches used to pull anchor or mooring lines, halyards, and sheets.",Winches,15,,,1,0
727,3,3,en-US,Survival Suits,Survival Suit,"","","Survival suits are full-coverage suits designed to keep you alive if you go overboard, particularly in cold water.  The suits are high visibility, provide flotation, and can help conserve body warmth in the coldest conditions.  Survival suits feature a face shield, insulated five finger gloves, inflatable head support, ankle and wrist adjustments, light pocket, Safety of Life at Sea (SOLAS) grade reflective tape, SOLAS whistle, and durable non-slip soles.  The suits should be comfortable and offer a wide range of movement.  When integrated with harnesses, you have a single piece of gear that provides nearly all the safety gear you need on deck.

",Survival Suits,15,,,1,0
700,2,3,en-US,Plumbing,Plumbing,"","","Plumbing on your boat can be easily handled if you only need simple facilities.  Consider filtering your water before it gets into your tanks, and when it leaves your tanks.  You can install common canister filters in line, that are high volume and can remove sediment and pollutants.   Carry a couple of 50-foot garden hoses, and a range of hose couplers, for filling your onboard water tanks.  Replace any aluminum spouts or other hardware with corrosion-free chrome-brass.  Ensure that all through-hull fittings, seacocks, strainer bodies, and valves are bronze connecting to bronze.  Dissimilar metals in contact can set up an electric current in an electrically conductive fluid, such as saltwater.  One of the metals will quickly erode in the process.",Plumbing,15,,,1,0
708,2,3,en-US,Rope,Rope,rope,"","A rope is a length of fibers, twisted or braided together to improve strength.  Rope is thicker and stronger than similarly constructed cord, line, string, or twine.  Common materials for rope include natural fibers such as Manila hemp, hemp, linen, cotton, coir, jute, and sisal. Synthetic fibers include polypropolene, nylon, polyesters, and a host of other chemical names. 
An important consideration for every type of boat is having the proper ropes aboard.  Sailboats obviously need more and more kinds of ropes than a powerboat that may only need ropes for docking, water skiing or wakeboarding, and the occasional tow.  Regardless the use, ropes should work easily, with low friction.  You should be able to adjust any handheld line with two fingers.  If you have to plant your feet, strain, and sweat to tighten your ropes, some upgrades are in order.
",Rope,16,,,1,0
675,3,3,en-US,Windshields/Hatches/Portholes,Windshields/Hatches/Portholes,"","","The windshield or windscreen of a boat is the front window.  Modern windshields are generally made of laminated safety glass with two curved sheets of glass with a plastic layer laminated between them for safety, and then glued into the window frame.

Marine hatches generally close to cover an opening in the deck.  Consequently, the hatches must be designed to drain quickly, seal tightly, and have a quick locking and unlocking mechanism.  You want hatches that are strong, fit precisely, and have a smooth, dependable locking mechanism with a built-in, never-lost handle.  Hatches may be transparent or translucent to let light into the interior of the boat.

Portholes, or portlights, are transparent or translucent marine windows that let daylight into the interior of the boat.  Portlights are available in opening or fixed configurations, with a wide range of sizes and shapes in steel, brass or aluminum frames.  
",Windshields/Hatches/Portholes,16,,,1,0
615,3,3,en-US,Radio Weather Services/Navtex Receiver,Radio Weather Services/Navtex Receiver,"","","Boaters need good weather information; it is critical to safe and enjoyable cruising.  A dedicated weather radio, tuned to the National Weather Service (NWS) or National Oceanic and Atmospheric Administration (NOAA) weather station, can be a life saver.  Look for a unit, either portable or fixed mount, that monitors all NOAA and NWS channels and weather warnings.  Most weather radios display current temperature, clock, and calendar functions, and can also come with a freeze alarm with audio and visual alerts, three levels of messages, a non volatile memory back-up, dual alarm with snooze function, and a choice of power options.
The NAVTEX system automatically broadcasts localized Maritime Safety Information (MSI) using Radio Telex, also known as narrow band direct printing, or NBDP.  The system mainly operates in the medium frequency radio band, and has a range of about 300 nautical miles from the transmitter.  NAVTEX covers the Mediterranean Sea, the North Sea, coastal areas around Japan, and areas around the North American continent.  A NAVTEX receiver has an integrated printer, display, and keyboard in a compact unit.  Once programmed, you leave the unit unattended; the messages are received automatically, and printed on the integrated printer.  NAVTEX receivers come with antenna system--is normally a short whip type antenna--and a pre-amplifier",Radio Weather Services/Navtex Receiver,16,,,1,0
635,3,3,en-US,Helm/Steering Gear,Helm/Steering Gear,"","","The helm is the wheel or tiller controlling the rudder, steering the boat.  The helm interacts with the steering gear to shift the rudder and turn the boat.  In a boat powered by an outboard engine, the helm actuates the steering gear to turn the engine instead of a rudder. ",Helm/Steering Gear,16,,,1,0
551,3,3,en-US,Lettering/Numbers,Lettering/Numbers,"","","Most boats operating in public waters will need to display license letters and numbers.  In addition you may choose to have your boat’s name appear on the hull.  Generally, the various states will have size and visibility requirements for the registration numbers.  You can choose to apply the lettering using a kit complete with water-based vinyl paint and stencils, or purchase self-adhesive letters that you apply directly to the hull.  Three inch high black letters applied to a contrasting background meet Coast Guard requirements",Lettering/Numbers,16,,,1,0
552,3,3,en-US,Lubricants/Mineral Oils,Lubricants/Mineral Oils,"","","Depending on the type of boat you have and the associated equipment, you will need a range of lubricants to perform a range of tasks.  You can choose specialized lubricants for snaps and zippers, trailer hitches, locks, outboard motors, silicone sprays, grease tubes, and lubricants with Teflon.  Assess what you need and be sure that you purchase quality lubricants that are non-polluting and appropriate for your boating environment",Lubricants/Mineral Oils,17,,,1,0
636,3,3,en-US,Hose Clips/Fittings,Hose Clips/Fittings,"","","Smart boaters carry a selection of hose clips sized to the hoses on their engines and elsewhere on their boat, and an assortment of other fittings.  These clips and fittings should all be made from stainless steel or marine grade metals.  Be sure that you have properly sized screw drivers, pliers, or wrenches for the clips and fittings. ",Hose Clips/Fittings,17,,,1,0
616,3,3,en-US,Satellite Communications,Satellite Communications,"","","New satellite communications technology offers a wide assortment of options including access to voice, e-mail, fax, Internet browsing, file exchange, instant messaging, and emergency communication. If you need this level of communications, choose a satellite system based on who you need to talk to, how much you want to spend, how fast you want the transmissions to get through, and your skill in operating the various devices.  Currently, the more popular satellite systems include:
•	Single sideband (SSB)
•	Sailmail:  a simple and affordable low-bandwidth way to send and receive e-mail worldwide.
•	Iridium:  portable voice communications worldwide, like a cellular phone that can always connect, and can also connect to the Internet.
•	Globalstar : a regional satellite voice and data system for coastal cruising
•	Inmarsat C or Standard C:  text service for sending and receiving e-mail.
•	Inmarsat Mini-M:  world’s most widely used marine satellite communications network, provides phone/PABX, fax and computer connections over virtually the entire globe
•	Inmarsat Fleet:  includes three different services: Fleet F77 for commercial and large yacht users; the mid-range Fleet F55 and Fleet F33 for smaller vessels.
",Satellite Communications,17,,,1,0
712,2,3,en-US,Safety,Safety,safety,"","Inflatable life jackets are buoyancy aids, offshore vests that provide performance in the water, and will be comfortable and offer a wide range of movement. When integrated with harnesses, you have a single piece of gear that provides nearly all the safety gear you need on deck.  Ring buoys are the classic circular throw buoys, frequently vinyl-coated with aluminum holders with nylon straps that clamp to rails or stanchions, or you can screw them to your boat's deck house.  Some boaters prefer horseshoe buoys that also mount to railings and stanchions.",Safety,17,,,1,0
728,2,3,en-US,"Sail Hardware, Rigging","Sail Hardware, Rigging","","Due to the nature of using the wind for power, a sailboat’s hardware endures a lot more stress and strain than a powerboat of comparable size. Over the years, all this hard work takes its toll and things start to wear out or fail—not a good thing.

Fasteners
Starting with one of the fundamental topics, let’s take a close look at what actually holds all those pieces of hardware in place—fasteners—or more precisely, the bolts, nuts, and screws that keep everything together.

On a boat, the fasteners should be made of a marine-grade stainless steel. Stainless steel fasteners don’t rust or corrode like the nuts and bolts you might use around the house. 

When you attach hardware to the deck, you should thru-bolt the item. Thru-bolting means drilling a hole in the mounting surface, and using a long bolt that goes all the way through the piece of hardware, through the mounting surface, with sufficient bolt threads exposed on the underside so you can put a washer and nut on.

Thru-bolting can be kind of a pain, but don’t take the easy way out and use sheetmetal screws to fasten anything of importance to your boat. The screws will pull out under the slightest strain. 

 
Railings
One of the most common areas of sailboat hardware concern deals with the boat’s rails and the rail fittings that secure the rails to the boat. Over the course of several years, the rail fittings have a tendency to work loose, becoming wobbly when you lean on them.


This situation can often be resolved by re-tightening the fasteners at the base of each rail fitting. Take care not to mar the bolt heads during this process—damaged bolts can be a major chore to remove.

If re-tightening the rail fittings doesn’t do the job, you’ll have to replace the old fasteners with new ones (re-fastening, in nautical-speak). Here’s a tip: put some marine sealant on each bolt shank before you push it through the deck. The sealant can help to keep water from seeping in. Adding a drop of thread sealer to the bolt prior to starting the nut will ensure that the nut doesn’t come off until you want it to.

Lines
You should also be aware that the lines that make up your sailboat’s running rigging aren’t infallible—lines deteriorate with age, making them weak and prone to failure at the most inopportune time.

If your lines are suspect, now’s a good opportunity to consider an upgrade to new ones.

Two of the most common types of line are: three-strand and braided. Due to the fact that nylon three-strand line stretches quite a bit, most sailors use it for anchor or dock lines.

Braided lines, as the name implies, consist of multiple fibers braided together. Single braid lines don’t have an outside covering, making them very flexible. Double braid lines feature a braided cover over a braided core, making them the line of choice for running rigging.

Replacing your lines isn’t really an expense; it’s more of an investment in future boating pleasure.

Looking Ahead
Maintaining your sailboat’s hardware requires a little extra time, and more often than not, a bit more effort in order to do things right—but it’ll be worth it in the long run.

","Due to the nature of using the wind for power, a sailboat’s hardware endures a lot more stress and strain than a powerboat of comparable size. Over the years, all this hard work takes its toll and things start to wear out or fail—not a good thing. Starting with one of the fundamental topics, let’s take a close look at what actually holds all those pieces of hardware in place—fasteners—or more precisely, the bolts, nuts, and screws that keep everything together.","Sail Hardware, Rigging",18,,,1,0
617,3,3,en-US,SSB/World Receiver,SSB/World Receiver,"","","Single sideband (SSB) radios offer relatively reliable ship-to-ship and ship-to-Coast Guard communications.  Because SSB is a “party line” system, and everyone can hear your communications, it’s ideal for coordinating rescues at sea and for marine “nets” where cruisers gather on a schedule to discuss topics of interest.  It’s also the choice for offshore ocean race position rollcalls, since all participants can listen in on other vessels’ communications. SSB radios are moderately expensive, and require sophisticated installation, which may equal or even eclipse the cost of the hardware.  They also require some training for use, although no exam is required to operate one",SSB/World Receiver,18,,,1,0
637,3,3,en-US,Hydraulic Systems,Hydraulic Systems,"","","Hydraulic steering makes holding a steady course with a high-torque engine and high-speed boat easy and safe.  Feedback is eliminated and steering is simplified because no steering effort is required until you actually want to turn the engine or rudder.  You can find quality hydraulic steering systems in complete, easy-to-install packages.  There is also a wide variety of inboard and sterndrive cylinders available to fit practically any boat, ",Hydraulic Systems,18,,,1,0
553,3,3,en-US,Paint/Varnish,Paint/Varnish,"","","Today‘s paints are brighter, tougher and more durable but require that you pay greater attention to how you apply and use them.  Be sure to select the appropriate paint for your application, read the instructions, and make sure you have all of the right equipment and products to complete the job.  Ensure that any products that you purchase are not going to harm the environment.

There are three broad categories of marine paints:  one-part polyurethane is the most popular choice; two-part polyurethane gives the hardest, highest-gloss, and is the most durable paint available; and alkyd enamel, the traditional oil-based paint, is easiest for the amateur to apply using a brush. 
Varnish consists of oil, solvents, thinners, resins, UV inhibitors, dryers and additives in varying amounts.  Varnish can have a gloss or matte appearance, be extremely hard for walked-on surfaces, and can vary in color.  Newer oil-based varnishes have improved durability in the worst environments.  A good base, regularly and diligently maintained gives appearance, longevity, and protection. ",Paint/Varnish,18,,,1,0
554,3,3,en-US,Preservatives/Detergents,Preservatives/Detergents,,,,,19,,,1,0
638,3,3,en-US,Ignition Systems/Spark Plugs,Ignition System/Spark Plug,"","","Your boat’s ignition system carries the spark that fires the engine.  A marine ignition system needs to be powerful enough to prevent plug fouling while idling and tough enough to withstand the marine environment.  The circuitry needs to accommodate constant high rpm and load conditions.  The connectors have to be weathertight with multi-ribbed seals and unaffected by water, oil, gasoline, or most other chemicals associated with boats.

Many marine engines require spark plugs to fire the cylinders.  Choose marine spark plugs that provide smooth idle, fuel economy, and help prevent preignition.  Some brands are coated with stainless steel or double-dipped zinc chromate to prevent corrosion.
",Ignition Systems/Spark Plugs,19,,,1,0
618,3,3,en-US,Weather Monitoring,Weather Monitoring,"","","Smart boaters learn to use all of their resources to keep an eye on the weather.  Even a small squall can be disastrous if it catches you by surprise.  Understanding the weather and all of your weather monitoring tools is critical to enjoying safe boating.  Become familiar with using your wind indicator, barometer, and radio weather services such as NAVTEX.  Also learn some basic weather forecasting skills such as understanding cloud formations or interpreting the barometric readings.",Weather Monitoring,19,,,1,0
732,2,3,en-US,Seating,Seating,seat,"
Whether you’re refurbishing an older boat or simply want to make better use of the space available on your vessel, updating the seating arrangements can go a long way towards a new look and better functionality.

Lounge Seats
Back-to-back lounge seats have been around for as long as we can remember. Lounge seats consist of two seats—one facing forward and one facing aft—sitting atop a rectangular box (base). A reclining mechanism connects the two seats to each other and to the base.

Lounge seats stay upright during boat rides, and become a place to catch some rays when the boat’s stationary. To recline the seats, lift up the bottom cushions and pull the away from the seat base. The seat backs will drop into place on top of the seat base, making a marginally comfortable sun lounge.

As an added bonus, you can hide stuff in the seat base—a real benefit on smaller boats.

Swingback Seats
The swingback cooler seat is a marvelous innovation. Essentially, a swingback seat is a large ice chest with a padded lid and a built-in backrest that’s hinged at the bottom, allowing you to sit on top of the cooler facing forward when underway, then you can swing the backrest the other way to face aft for fishing.

The seat’s base—the cooler—is easy to remove and to put back in place.

Adding a swingback seat to your center console boat or pontoon boat is an excellent use of limited floor space.

We’d put one of these seats in our boat any day.

Pedestal Seats
Let’s say there’s a place on your boat where sometimes you need a seat, and other times you don’t—so a permanently mounted seat’s out of the question—what can you do? We think pedestal seats might be the answer.

A pedestal seat is made up of three parts:
•	The base—located on the boat’s deck, often is a circular plate with a hole in the center
•	The pedestal—a cylindrical tube that rests securely in the center hole of the base
•	The seat—a single seat that fits on top of the pedestal

 
Many boats have several pedestal bases on the deck, but just a few pedestal seats to go in them. For example, a fishing boat may have six bases—and only two pedestal seats in the boat, leaving plenty of deck space for fighting fish. If you want to bring more fishing partners, just add more pedestal seats.
 
 

Tables
After being on the water a while, we tend to get hungry and thirsty. Wouldn’t it be nice to have a place to eat—a table, maybe? Not a problem.

One of the benefits of using pedestal seats is that the same base that holds your fishing chair can often be used to secure a removable table. Just like a pedestal seat, you can put the table up for fine dining, and stow it out of the way to conserve deck area.


The removable table concept is very popular on deck boats and pontoon boats, where entertaining might be a higher priority than fishing. We personally like having a table on board—it gives us a place to rest our elbows during meals.
","Whether you’re refurbishing an older boat or simply want to make better use of the space available on your vessel, updating the seating arrangements can go a long way towards a new look and better functionality.",Seating,19,,,1,0
738,2,3,en-US,Services,Service,,,,,20,,,1,0
639,3,3,en-US,Lubrication Systems,Lubrication Systems,"","","If you enjoy working on engines, you may want to do the oil changes and maintenance on your boat’s lubrication system.  Always use marine grade oil in your engines.  You can purchase oil changing kits that come complete with a stable, horizontal, enclosed &quot;jerry jug&quot; to catch the waste oil, a self-priming diaphragm pump, an easy-pour spout for emptying, dipstick suction tube, battery clamp leads, and an on/off switch.  These kits remove the oil through the dipstick tube.  You can also replace the old oil filter.",Lubrication Systems,20,,,1,0
555,3,3,en-US,Primer,Primer,"","","Many antifouling products require that you apply primer before you paint.  This is especially important when covering a surface with poor paint adhesion such as old paint or a sand-blasted metal surface.  The basic process is the same for one- or two-part antifouling paints, but the products involved may vary; refer to the paint manufacturer's guidelines.  After the first coat of primer has dried, you can apply filler or fairing compound where necessary.  After the filler or fairing has set and you have sanded it to the desired smoothness, apply as many coats of primer as recommended by the manufacturer.  Ensure that any products that you use are not going to harm the environment.",Primer,20,,,1,0
556,3,3,en-US,Repair Materials,Repair Materials,,,,,21,,,1,0
640,3,3,en-US,Pneumatics,Pneumatics,"","",Boaters who have pneumatic systems on their vessels need to carry the tools and replacement parts to make minor repairs.  You can also carry a sealant for locking and sealing high pressure pneumatic systems.  Be sure that the sealant does not contain filters or particles that could contaminate system fluids or foul valves.,Pneumatics,21,,,1,0
752,2,3,en-US,Tools,Tool,"","",Every boat should carry the tools necessary to perform basic repairs and maintenance.  Select repair tools made from marine grade materials.  The tool kit on a runabout will be much smaller than one found on a 50-foot trawler.  ,Tools,21,,,1,0
754,2,3,en-US,Ventilation/Climate Control,Ventilation/Climate Control,"","",Proper interior ventilation and climate control is necessary for the comfort of you and your crew and for the maintenance of your boat. ,Ventilation/Climate Control,22,,,1,0
641,3,3,en-US,Power Take Off/Clutches,Power Take Off/Clutch,"","","Some boats have a flexible impeller clutch pump with a clutch-drive power take off mechanism that engages or disengages the pump as needed.  These pumps are generally powered by propulsion engines, but may be driven by any adequate source of belt-drive power.  The 12V clutch free wheels with the source of power until the pump is required and can be remotely engaged. ",Power Take Off/Clutches,22,,,1,0
557,3,3,en-US,Repair Tools,Repair Tools,"","","Every boat should carry the tools necessary to perform basic repairs and maintenance.  Select repair tools made from marine grade materials.  The tool kit on a runabout will be much smaller than one found on a 50-foot trawler.  At a minimum, each boat needs to have a set of combination wrenches, Phillips and slotted screwdrivers, circuit tester, crimping tool, pliers, 10&quot; extension bar, prop wrench, mallet, and any specific tools needed for specific pieces of equipment. ",Repair Tools,22,,,1,0
558,3,3,en-US,Resins/Epoxies,Resins/Epoxies,"","","Epoxy resin can be used with fiberglass and other structural fabrics in vacuum bagging, saturation coating, and sealing wood in a huge variety of applications including boat hulls and structures that need to be completely water tight.  Epoxy resin is also useful for laminating and bonding nearly all materials.  Ensure that any products that you purchase are used in a fashion that does not harm the environment.",Resins/Epoxies,23,,,1,0
642,3,3,en-US,Propellers,Propeller,"","",The majority of engine-powered pleasure boats have propellers that drive the boat.  Boaters should always carry an appropriately sized spare propeller and the tools needed to replace it.,Propellers,23,,,1,0
759,2,3,en-US,Trailers and Trailer Accessories,Trailer and Trailer Accessory,"","Although your boat will spend about 95% of its life on a trailer, the trailer is one of the most neglected aspects of the boating equation—not a good thing. 

A Tale of Two Trailers
A boat trailer’s job is to support the boat’s hull, while providing a stable, secure transportation platform for your boat. 

There are two types of boat trailers: bunk trailers and roller trailers.

Most bunk trailers use long boards covered with carpet (bunks) to support a boat. These trailers are sometimes called “drive on” trailers, because you can literally use the boat’s engine to push the boat onto the trailer at the boat ramp.


Roller trailers have several sets of rubber/plastic rollers, mounted on pivoting bases, to carry the weight of the boat. Roller trailers are great for launching and retrieving a boat from a steep boat ramp—the rollers allow the boat to move on and off the trailer with less effort than with a bunk style trailer—so you can crank the boat on the trailer with the winch, instead of powering the boat onto the trailer with the engine.


After several seasons, you’ll probably need to put new carpet on the bunks (bunk trailer), or replace some of the rollers (roller trailer).



Bearings & Lubrication
The tires on your boat trailer are mounted on rims. The rims bolt to spindles, and the spindles attach to the axle. Inside of the spindles are bearings that reduce the friction between the spindles and axle.

The bearings require lubrication to prevent them from overheating (and failing) from excess friction. Most trailer bearings use waterproof grease as a lubricant; high-end trailers may use a thick oil to keep the bearings lubricated.

Either way, it’s very important to make sure the bearings have plenty of lubricant in them every time you take your boat to the launch ramp.

Grease lubricated bearings often have a small fitting in the center of the spindle. Using a grease gun on the fitting, pump fresh grease in the bearings until they’re full.

Oil lubricated bearings have a sight glass on the end of the spindle (rather than a grease fitting), allowing you to check the oil visually—without all the mess of a grease gun.

Trailer Lights
We don’t know any boaters who haven’t had problems with their trailer lights at some time or another.
 
A boat trailer’s light system isn’t complicated: a couple of lights on the rear, maybe some marker lights on the sides—all connected together with wires that run from the front of the trailer to the back.

So why all the trailer light hassles? 

When you back the trailer into the water, you use the brakes on the tow vehicle. Putting your foot on the brake pedal makes both the vehicle’s and the trailer’s brake lights come on. The light bulbs in the brake lights/tail lights get hot when they’re on—and often fail when the hot bulbs are immersed in the cold water.

To avoid this, make it a habit to unplug the trailer lights at the boat ramp. Just don’t forget to connect the lights to the tow vehicle before you hit the road.


The Easy Way Out
Troubleshooting trailer light issues can be an exercise in frustration. If your boat trailer is more than ten years old (+/-), we wouldn’t invest a lot of time working on the lights—we’d suggest installing a new light system, complete with lights and wiring. 

A new light system isn’t expensive, and a lot less aggravating than trying to resurrect old, dying trailer lights.


","Although your boat will spend about 95% of its life on a trailer, the trailer is one of the most neglected aspects of the boating equation—not a good thing.  A boat trailer’s job is to support the boat’s hull, while providing a stable, secure transportation platform for your boat.  There are two types of boat trailers: bunk trailers and roller trailers.
",Trailers and Trailer Accessories,23,,,1,0
